total apps: 14,,,,,,,,,,
Total number of requests: 1333,,,,,,,,,,
Total number of GET requests: 1269,,,,,,,,,,
Percentage of GET requests: 95.19879969992498%,,,,,,,,,,
Average number of requests per app: 95.21428571428571,,,,,,,,,,
Average number of GET requests per app: 90.64285714285714,,,,,,,,,,
Average number of expire requests: 1120,,,,,,,,,,
Percentage of expire requests: 84.02100525131283%,,,,,,,,,,
Average number of expire requests per app: 80.0,,,,,,,,,,
Average data length per request: 60686.5823117338,,,,,,,,,,
Exceptions: 0,,,,,,,,,,
,,,,,,,,,,
prefix,id,body,stmt,urlString,isDoOutput,length,cacheControl,expires,age,setCookie,,,
"I/System.out( 1988): URLConn","0","<com.example.util.JsonUtils: java.lang.String getJSONString(java.lang.String)>","$r8 = virtualinvoke $r7.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://www.allmyelegance.com/wallpapersglitter/api.php?latest=15","false","1292","no-store, no-cache, must-revalidate, post-check=0, pre-check=0","Thu, 19 Nov 1981 08:52:00 GMT","Not found","PHPSESSID=ca522330f59b1abb8a83c7fb3bce2869; path=/"
"I/System.out( 1988): URLConn","1","<com.example.util.JsonUtils: java.lang.String getJSONString(java.lang.String)>","$r8 = virtualinvoke $r7.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://www.allmyelegance.com/wallpapersglitter/api.php","false","687","no-store, no-cache, must-revalidate, post-check=0, pre-check=0","Thu, 19 Nov 1981 08:52:00 GMT","Not found","PHPSESSID=3a303610f84841ddce9386f22fc669e0; path=/"
"I/System.out( 1988): URLConn","2","<com.example.imageloader.ImageLoader: android.graphics.Bitmap getBitmap(java.lang.String)>","$r10 = virtualinvoke $r9.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://www.allmyelegance.com/wallpapersglitter/categories/wallpapers%20glitter/57872_girly%20wallpapers%20glitter064.jpg","false","166090","Not found","Not found","Not found","Not found"
